"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"mSp_rep7_077",0.0131902981086043,0.0032666483052026,0.00115858623604497,0,0,0,0,0.00180013836880228,0.00113734858399464,0.00141863769005601,0,0,0,0,0.000530769218900129,0.0116884796164264,0.00158768333642528,0.000108671264142757,0,0.0037837103174211,0,0,0,0.0118602517522103,0.00801021686917702,0.0227735204289744,0.00195496757539579,0,0,0
"mSp_rep7_349",0,0.00374988926315149,0,0.00779101990266032,0.0672839313894329,0,0.00100444616377098,0,4.54965763726052e-05,0.00144236646810526,0.000571872943413191,0,0,0,0,0,0,0.00469003224873778,0,0,0,0.000155805177944577,0,0,0,0.000206679017502291,0.00143400063490094,0.0169086375621819,0.00013461700149681,0
"mSp_rep7_105",0.00101400496947906,0,0.000109857501751528,0.000287320958203362,0.000117444376530603,0,0,0.00734123260935851,0.00317176562274923,0.0110405307191759,0,0,0,0,0,0.000321520330562752,0.00622880351042303,0.00148426559419348,0,0.0346033799743701,2.8999356769031e-05,0,0,0,0,0.00117168388842887,0,0,0,0
"mSp_rep7_308",0.00222574079481255,0,0,0,0,1.20187126020603e-05,5.57792266217456e-06,0,0.012857918470284,0.00107825919769516,0,0.00128777014206484,0.000270040977642335,0.000405242747824183,0,0,0.0115466680727565,0.00809660023777258,0,0,0.000233270407050753,0,0,0,0.00132374335009509,0.00257989865029905,0.00185643554406411,0.00536643998669607,0.00125956722900346,0
"mSp_rep7_113",0.00901949616355885,0.00170515980680742,0,0.00110422455688649,0,0,0,0,0.00179304732969197,0,0.000298705452082311,0,0,0,0.00164478584826509,0.00731920047758045,0.000574681807188455,0.00450028567194853,0.00365833993775642,0.00851034220616107,0,0.00245743612283324,0,0.0190202027363247,0,0.0184228036485226,0.00233806046431032,0.00606327595675251,0.00036257221979624,0
"mSp_rep7_258",0.0256873324823847,0,0.0014878770427178,0.000406902505410729,0.000852356778626531,0,3.08756225777701e-07,0.00819713107829474,0.00083131558281012,0.000472662860778191,0.00101987063174052,0,0,0.000495775243911939,0.00275168352223596,0,0.00749430387626637,0.00509980584849123,1.05609051605329e-05,0,0,0,0,0,0.000295730754194933,0.00394438601056031,0.000773896303962382,0.00120337251295597,0.000557950879317364,0
"mSp_rep7_040",0,0,0.000331819279197927,0.000327732250238242,0,0.000342125946449663,0,0.000444814795882315,0.000190117801523395,0,0,0.0058342207892777,0.00377391327823414,0.103683930226018,0.00160579872079668,0.000820841797934093,0.000305077102455542,0,0,0.00103808802148336,6.08829957347054e-05,3.49635634088909e-05,0.000495620146799699,0,0.00801530206444886,0,0,0.00316926063127524,0,0
"mSp_rep7_080",0.00554285756996823,0,0,0,0,0.000643516227738889,5.57792266217456e-06,0.0121582926178571,0.0135065252010504,0.000308100328901292,0,0,0.0132258882636808,7.5102223633673e-05,0.00439784833931298,0,0.000811700256541869,0.0111402233484619,0,0,0,0,0,0.000676393619863107,0,0,0.00514246010130076,0,0.000178649625544031,0
"mSp_rep7_255",2.63385597952516e-05,0.000794345683606446,0,0.0222852918958521,0.00201081667388151,7.076060779185e-06,0,0,0.000552725939578514,0.00193230297278844,0.00159983960044258,0.00106777094266049,0.00105200792674268,0,0,0,0.00062993682702212,0.000986574453810734,0.00374388851001548,2.41861893896444e-05,0.000228286289271365,0,0,0,0,0,0.000802980107231632,0,2.72643553177132e-06,0.00474894798173466
"mSp_rep7_278",0.00445574166040606,0.000777631228779598,0,0,0,1.0350283772057e-06,0.00137148440632028,0.00276915472100672,0.00994101214629081,0,1.00369993577885e-06,0,0,0.000331176672847048,0,0.000273360947868637,0.012047487777521,0.014777763190614,0,0.00203986308375723,0.000431583350298363,0,0,0,1.635573182735e-05,0,0,0,0,0.000508151066035306
"mSp_rep7_073",0.00663780306927778,0.0009183152792127,0,0.00198717881952873,0,1.11409632744538e-05,0.00024031486521865,0.00984093623214323,0.00533364334533362,0.00356173101639832,0,0.002572043323982,0.00334080854614015,0,0.000300404021588069,0,0.00975654137292615,0.00151416153383538,0,0.00623551554222705,3.81286074529045e-05,0,0,0,0.00120169126104899,0.00124739831071347,0,0,0.000201912545151878,0
