"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"mSp_rep7_383",0.00357622227850018,0.0368326435069389,0,0,0.000634871859867182,0.0106638481958711,0.00127979460411006,0.0186080152507039,0.00188795052403134,0.0113909123555468,0.000175927628552993,0,0.0042736815135175,0.00704533645312026,0.0122170152990821,0.00303684501572265,0,0,0,0.00534356830870121
"mSp_rep7_283",0.00354310978435609,0,0,0.0198154170341225,0,0.023245672863682,0,0.00885171199939613,0.00147005566274231,0.0040224652457336,0.0133760920122483,0.00124861540655414,0.00125312673004826,0,6.38076227823101e-05,0,0.00127432908657837,0.0575856598678253,0,0.00228885319486975
"mSp_rep7_119",0.00161695347031669,0.000250458179454047,0.00114720604292469,0.00107910462783206,0.0318763342219536,0,0.00135531153085512,0.0207947125210221,0.000598915967325609,0,0.00169674724957156,0.00886764022400408,0.00542833542611829,0.00106243663479202,0.00513518480554597,0,0.000869140404048302,0.00252542154450172,0.00197376517159547,0
"mSp_rep7_293",0.00245978414864275,0.0180249906637735,0.0439799259984913,0.00107461679145207,0.000856087348842685,0.00773124073768919,0.00394721483334583,0.0256707276758374,0.000835889213012144,0.0156131184047569,0,0.00416444926905978,0,0,0,0,0.00308704284461912,0,0,0
"mSp_rep7_034",0.00147706641069708,0,0,0,0.00940407090321677,0.00715587157857193,0.0191871448674619,0.0070452149498178,0.00156404050242966,0.00266606894595401,0.00579069124949617,0.00387768895797566,0,0.00669348529788249,0,0,0.00340636122638697,0.0307871633713186,0.033262387043353,0.0111977031165632
"mSp_rep7_149",0.00356125837589233,0.0261813145454626,0.00125824155200269,0,0,0.00263784376294253,0,0.015018188885212,0,0.0224156256103162,0,0.00442592716040197,0.00308708384047184,0.00558376816232622,0.0141117432496211,0.000207165363664852,2.91421590753841e-05,0,0.00597196772921723,0.00133927585989628
"mSp_rep7_033",0.00446049014384983,0.000383697294111048,0,0,0.0261297715257127,0.00791130386613479,0.00391562756369612,0.0146287502244367,0.0119735174637118,0.000325527435229513,0.00632077139807548,0.00584315543143856,0,0.0112508757296862,0.00627298483921343,0.00408826197415139,0.000706631491331998,0,1.68699711218398e-05,0
"mSp_rep7_311",0.00189123951764369,0.000302055426495629,0,0.00172074998530712,0.0234671199095676,0,0,0.0291188737146051,0.0100266567685632,0,0,0.00209481276260147,0.00540772649526829,0.00723162435026749,0,0.00175884302700366,0,0,0.00194267215188789,0.00495144623464668
"mSp_rep7_063",0,0.00649455136552358,0.0302781886321743,0.00090745150914779,0.000117832582578958,0.0014034126981187,0,0.0359197009550415,0,0.00287762836624896,0,0.00493832479088947,0.000821010176949582,0.00366999492752527,0,0,0.0343736615024871,0,0,0
"mSp_rep7_290",0.00212245388608533,0,0.0289076174762249,0,0,0.00475431544559399,0.000419108653591212,0.0367421994262842,0.00280590112134146,0,0.0052371775961868,0.00523513815087222,0,0.0054906728614102,0,0.000188091311818834,0.0423549210702045,0.00421857702276193,0,0
"mSp_rep7_356",0.0038002536441224,0,0,0.0342243660382836,0,0.0126836112882447,0,0.00374517802045761,0,0.00119300143457595,0,0.00499652407748643,0.000314947547689564,0.00274993951539905,0.00564524595748858,0.000347094598893115,0,0.0522665182556479,0.00668262361815954,0
"mSp_rep7_235",0.00129259009988886,0.00103350399481107,0,0.00160299090259953,0.0238616766742286,0.00118771312379662,0.000580694184956274,0.024842312665563,0.0135862962924983,0,0,0.00663040241665098,0.00946786273983996,0.00279854881284682,0.000850769895993732,0.00625037867055321,0,0,0,0.000395127343003164
"mSp_rep7_271",0.00474574387246836,0.00441381404702742,0.037993015510857,0,0.00134108608309206,0,0,0.0333289501237716,0,0,0,0.00628618622663734,0,0.00480254140659109,0.00229421820102256,0.00052719987586955,0.0303605304591408,0.00277959458099257,0.00113414961359603,0
