"","V1","V2","V3","V4","V5","V6","V7","V8"
"mSp_rep7_154",0.00259772571622285,0.00264860169303717,0.00789798350986034,0,0.00142492117671989,0.00267188446021119,8.98322590246581e-07,0.0407431890660991
"mSp_rep7_304",0,0,0.00656800183741193,0.00157086705396004,0,0,0.00939901535688297,0.0366939235244298
"mSp_rep7_200",0.00104978446801949,1.88516601417492e-05,0,0.00742641302114897,0.0431073897228551,0.00248155888952938,0,0.00510132166416381
"mSp_rep7_081",8.14041542000357e-09,0,0.003797224359836,0,0.00154274343616643,0.001387529787804,8.98322590246581e-07,0.0435968492124574
"mSp_rep7_089",0.00206348022877532,0.000379766663395832,0,0.0353447963162455,0.0356078043173854,6.49820439050897e-05,0,0.00207413245770285
"mSp_rep7_181",0,0,0.00446921128735992,0.000359534037697314,0.0447954364224317,0,0.0197094072764613,0.00182595732575121
"mSp_rep7_252",0,0,0,0.000623743185208012,0,0.203989632876286,0,0.00232168445560867
"mSp_rep7_234",0.00148335064908019,0.00101280799192308,0.00499778806234152,0,0.00339224060917695,0,0.025584575553921,0.0341740431395899
"mSp_rep7_036",0,0,0.0122113893110814,0,0.00236897325847999,0,0.00107827853967794,0.0313763154713118
"mSp_rep7_298",8.14041542000357e-09,0,0.00293538623693024,0,0.00348308224552483,0.00263495307181776,8.98322590246581e-07,0.0420978142671384
"mSp_rep7_032",0,0,0.0012515712573704,0.0933267827172649,0.000428820374033805,0,0,0
"mSp_rep7_260",8.14041542000357e-09,0,0,0,0.0086084828902986,0.00124349524171268,0.00229610363962895,0.0422443309949498
"mSp_rep7_094",0,0.00299219090102901,0.012363699461893,0,0.00289947310442133,0,0.00296576813138764,0.0228396050275676
"mSp_rep7_299",0.00333922860891949,0,0.0051848803199539,0,0.00159208170049061,0,0.00151351552771861,0.0335492039419568
"mSp_rep7_051",8.14041542000357e-09,0.00291961605967721,0.00615888896201491,0.00208765773846809,0,0,8.98322590246581e-07,0.0409076767567475
"mSp_rep7_001",0,0.00169044254633061,0.00678425797281538,0.000359534037697314,0,0,0.0184348551809715,0.00311667771225345
"mSp_rep7_159",0,0.010958776656718,0,0.000359534037697314,0.0275932439118129,0,0.0233330313141117,0.00572880541297663
"mSp_rep7_163",0.00695853273560428,0.0900445350008258,0,0.00563674022296033,0.000569764723543092,0,0,0.00319567044830354
"mSp_rep7_332",0,0.00193950027156934,0.000259990030918159,0.0198445861114925,0.0311538032901308,0,0.0149479603613724,0.00293229505432495
"mSp_rep7_060",0,0.00100506452928585,0,0.0224748270945303,0.0118315390598335,0.00179486342797986,0.0263835015542088,0.000108953695897613
"mSp_rep7_058",0.0780940736750402,0.01036505748124,0.0135006021644382,0,0.000240927799877329,0,0.000585479491610633,0.00379822512884343
"mSp_rep7_055",0,0.00179663513130397,0.00925120178010889,0.000245294083953442,0.000644703436822673,0,0,0.0374760950274176
"mSp_rep7_046",8.14041542000357e-09,0,0,0,0,0,0.0131182309475377,0.057373307319524
"mSp_rep7_024",0.0322434627022086,0.0797108991665365,0,0,0.000569764723543092,0.0032239232878045,0,0.00542076013046663
"mSp_rep7_074",0,0.000682803491978497,0.00820689198066477,0,0.000977884440081571,0,0,0.0276962908182946
"mSp_rep7_256",8.14041542000357e-09,0.000197832797545322,0.000572415790161038,0,0,0,8.98322590246581e-07,0.0419289604958124
"mSp_rep7_041",8.14041542000357e-09,0.00423213013668684,2.84783196388579e-05,0,0.0017967924981844,0.000298036546825227,8.79190407394025e-05,0.0376027261285283
